,lon,lat,depth,mb,ms,date
567,126.457,7.479,15,4.6,5,2003-10-10
568,126.635,9.769,25,4.4,,2003-10-15
569,126.027,0.461,25,6,6.2,2003-10-18
570,122.029,15.198,15,4.7,,2003-10-27
571,122.123,15.189,10,4.5,,2003-10-27
572,125.095,10.484,41,5,,2003-10-27
573,119.428,16.054,15,4.4,5,2003-10-29
574,124.05,11.954,15,4.4,,2003-11-05
575,126.979,1.97,49,5.2,5.2,2003-11-06
576,120.434,23.103,22,4.6,,2003-11-06
577,126.937,2.01,15,4.8,5.3,2003-11-07
578,127.326,1.528,130,5.8,,2003-11-09
579,126.417,1.506,31,6.1,5.8,2003-11-12
580,125.418,12.126,35,6.5,6.1,2003-11-18
581,125.243,4.049,35,5,,2003-11-19
582,126.304,1.167,45,4.8,5.5,2003-11-21
583,120.431,22.1,35,4.6,,2003-11-21
584,126.961,4.848,55,4.6,,2003-11-23
585,126.422,3.981,73,4.9,,2003-11-29
586,125.855,11.362,15,4.5,5,2003-12-06
587,121.506,23.01,44,4.3,,2003-12-06
588,125.693,11.344,61,5.2,,2003-12-06
589,121.373,23.109,24,6.8,6,2003-12-10
590,121.417,22.851,20,4.8,,2003-12-10
591,120.763,17.806,15,4.8,5.8,2003-12-10
592,121.457,22.761,28,5.1,5.1,2003-12-11
593,125.64,12.095,27,4.7,,2003-12-11
594,121.347,22.968,9,4.6,,2003-12-11
595,121.309,23.003,9,4.5,,2003-12-11
596,123.072,14.352,16,4.7,,2003-12-15
597,121.482,23.028,10,4.5,,2003-12-16
598,121.45,22.538,27,4.9,5.1,2003-12-17
599,121.168,22.833,10,4.5,,2003-12-18
600,124.246,15.213,15,4.8,,2003-12-19
601,124.437,13.847,43,4.8,5.2,2003-12-19
602,119.712,14.908,47,4.6,,2003-12-25
603,122.354,0.578,75,5.4,,2003-12-28
604,121.702,23.34,35,4.8,5.1,2004-01-01
605,126.089,0.954,15,4.5,,2004-01-04
606,122.376,20.206,15,4.3,,2004-01-04
607,122.383,20.18,37,4.5,,2004-01-05
608,127.069,6.207,58,4.4,,2004-01-05
609,122.311,20.162,31,5.1,5.5,2004-01-07
610,122.911,1.267,34,3.9,4.8,2004-01-07
611,122.499,20.128,35,4.3,,2004-01-12
612,121.8,23.975,15,4.3,,2004-01-13
613,124.85,13.601,28,4.8,5,2004-01-13
614,126.529,3.567,15,4.7,,2004-01-17
615,128.726,1.913,59,4.9,,2004-01-20
616,126.498,7.859,79,5.2,,2004-01-22
617,121.123,21.925,15,4.4,,2004-01-24
618,126.064,9.906,53,4.1,5.3,2004-01-28
619,120.982,22.947,15,4.7,,2004-01-28
620,121.029,22.949,5,4.5,,2004-01-28
621,126.963,6.254,210,5.7,,2004-01-29
622,122.09,23.444,42,5,5.4,2004-02-04
623,126.096,5.615,106,5,,2004-02-04
624,121.412,19.683,40,4,4.7,2004-02-08
625,125.689,5.976,199,4.8,,2004-02-08
626,119.875,0.702,20,4.6,,2004-02-09
627,126.65,3.579,15,4.7,,2004-02-12
628,128.403,1.311,49,4.9,,2004-02-12
629,125.618,22.346,16,4.5,,2004-02-13
630,121.048,23.809,32,4.6,,2004-02-15
631,126.816,6.259,65,4.7,,2004-02-24
632,126.282,3.858,25,5,,2004-02-25
633,126.144,3.819,33,4.5,,2004-02-25
634,123.266,8.128,15,4.6,,2004-02-26
635,123.238,8.132,15,4.5,,2004-02-26
636,123.347,8.215,15,5,5.1,2004-02-26
637,123.281,8.135,15,4.6,,2004-02-27
638,122.201,19.446,15,4.3,,2004-02-27
639,123.293,8.197,15,4.5,4.9,2004-03-01
640,126.559,6.054,73,4.9,,2004-03-05
641,123.941,22.547,6,4.6,,2004-03-05
642,127.739,4.744,46,4.8,,2004-03-05
643,126.172,3.837,44,4.6,,2004-03-07
644,126.438,3.789,53,5.2,,2004-03-12
645,121.46,20.135,47,4.6,,2004-03-12
646,126.612,2.06,35,4.8,5.4,2004-03-15
647,124.718,11.15,10,4.8,5,2004-03-17
648,124.221,13.055,15,4.4,,2004-03-18
649,124.758,9.839,41,4.6,,2004-03-26
650,124.353,11.241,15,5,5.3,2004-03-27
651,121.143,21.056,25,4.5,,2004-04-06
652,125.042,0.74,47,4.6,,2004-04-09
653,126.036,8.659,111,4.9,,2004-04-12
654,121.617,23.895,15,4.5,,2004-04-24
655,120.454,22.004,35,4.3,,2004-04-27
656,125.262,10.09,17,4.5,4.9,2004-04-27
657,126.543,3.25,49,3.6,4.8,2004-05-01
658,122.637,16.445,15,4.3,,2004-05-01
659,120.604,22.937,15,4.5,,2004-05-07
660,121.599,22.076,10,5.4,5.6,2004-05-08
661,126.209,10.405,15,4.8,,2004-05-09
662,121.986,11.973,25,4.7,,2004-05-10
663,121.893,23.115,19,5.1,5.2,2004-05-16
664,126.236,7.573,17,5.7,5.5,2004-05-16
665,126.322,7.66,15,4.4,5,2004-05-17
666,128.342,3.069,40,4.4,5.2,2004-05-17
667,121.441,22.696,20,6.2,5.7,2004-05-19
668,124.014,9.937,31,4.6,,2004-05-19
669,121.44,22.131,15,4.4,,2004-05-21
670,126.427,9.798,57,4.5,,2004-05-21
671,126.363,7.55,15,4.4,,2004-05-21
672,123.814,6.822,46,4.5,,2004-05-21
673,126.371,6.499,60,5.3,,2004-05-27
674,128.217,4.371,46,4.6,5.2,2004-05-30
675,126.836,1.982,28,4.3,5.2,2004-05-30
676,125.94,11.353,15,4.6,,2004-06-01
677,121.348,23.604,15,3.9,4.8,2004-06-02
678,121.131,22.468,7,4.4,,2004-06-06
679,126.877,1.253,86,5.1,,2004-06-10
680,126.162,12.627,16,5,,2004-06-10
681,126.53,1.804,15,4.7,,2004-06-10
682,125.692,3.871,139,4.7,,2004-06-15
683,127.004,5.539,107,5.3,,2004-06-16
684,126.627,1.095,15,4.7,,2004-06-17
685,128.382,3.19,39,4.9,,2004-06-18
686,121.315,22.917,5,4.2,,2004-06-19
687,125.988,0.497,35,4.2,5.1,2004-06-20
688,123.059,12.691,19,5,5.2,2004-06-28
689,126.108,0.434,30,4.2,4.9,2004-06-29
690,124.708,0.693,100,5.8,,2004-06-30
691,124.761,9.837,48,4.8,,2004-07-01
692,124.763,9.827,43,4.7,,2004-07-01
693,123.136,12.674,23,4.3,,2004-07-01
694,126.163,8.722,48,4.5,,2004-07-01
695,121.571,17.235,15,4.7,5,2004-07-01
696,126.376,1.455,23,3.8,4.7,2004-07-02
697,125.401,12.88,15,4.5,,2004-07-09
698,123.357,23.219,10,4.8,,2004-07-12
699,119.976,13.273,20,4.4,4.9,2004-07-16
700,119.216,15.62,15,4.6,,2004-07-23
701,124.588,2.895,278,4.8,,2004-07-29
702,122.484,20.166,20,3.9,4.7,2004-07-29
703,126.638,3.575,25,4.8,,2004-07-30
704,126.779,3.569,27,4.5,5.2,2004-07-30
705,122.392,20.212,35,4.6,5,2004-07-31
706,122.44,20.218,33,4.5,,2004-07-31
707,122.479,20.182,33,4.4,,2004-07-31
708,122.443,20.226,29,4.4,,2004-07-31
709,125.724,9.036,16,4.2,4.9,2004-07-31
710,120.537,4.641,25,4,4.8,2004-08-08
711,125.447,9.776,15,4.2,4.9,2004-08-09
712,119.685,14.97,41,4.3,,2004-08-12
713,124.062,13.899,28,4.8,5.4,2004-08-19
714,126.017,8.142,21,4.6,4.9,2004-08-20
715,123.35,23.924,28,4.8,5.1,2004-08-20
716,127.063,7.26,13,5.3,5.4,2004-08-31
717,123.529,0.044,147,5.2,,2004-09-01
718,126.817,9.172,15,4.7,,2004-09-03
719,126.731,9.172,17,4.6,5,2004-09-04
720,126.637,9.147,23,4.3,4.9,2004-09-04
721,119.754,18.379,17,4.5,,2004-09-05
722,124.341,5.91,57,4.6,,2004-09-06
723,126.571,9.168,35,4.7,,2004-09-06
724,124.239,5.814,18,5,,2004-09-07
725,122.322,9.308,47,4.6,,2004-09-09
726,122.254,9.252,29,3.6,4.6,2004-09-10
727,120.516,13.864,100,4.6,,2004-09-11
728,124.194,6.203,83,4.7,,2004-09-13
729,127.467,7.968,15,4.6,5.3,2004-09-14
730,120.393,14.27,105,6,,2004-09-15
731,125.325,5.847,86,5.1,,2004-09-15
732,126.85,3.513,57,5,,2004-09-22
733,120.258,0.987,22,4.5,5.3,2004-09-26
734,128.405,3.576,20,5.1,5.5,2004-10-01
735,128.578,3.582,20,4.8,,2004-10-01
736,128.512,3.565,28,3.8,4.9,2004-10-01
737,122.172,2.39,539,5.1,,2004-10-02
738,126.634,5.45,38,4.7,,2004-10-04
739,128.529,3.481,13,4.4,5,2004-10-04
740,128.875,3.63,17,4,4.6,2004-10-05
741,128.488,3.849,16,4.5,4.9,2004-10-05
742,121.402,20.109,36,4.5,,2004-10-05
743,120.542,13.859,115,6.2,,2004-10-08
744,126.658,2.114,15,4.8,,2004-10-08
745,122.132,7.931,32,3.9,4.4,2004-10-09
746,126.459,5.306,27,5.1,5.5,2004-10-11
747,119.384,15.621,13,4.7,4.8,2004-10-11
748,120.623,13.796,109,4.9,,2004-10-14
749,122.37,18.568,18,4.5,4.9,2004-10-15
750,126.848,9.779,24,4.2,4.8,2004-10-21
751,120.136,0.955,30,4.3,5,2004-10-25
752,123.483,9.891,19,4.2,4.7,2004-10-25
753,118.984,15.669,10,5,5.4,2004-10-29
754,128.332,2.589,57,5.2,,2004-11-06
755,126.351,3.965,31,4.6,,2004-11-07
756,119.814,18.81,29,4.6,4.7,2004-11-08
757,122.564,23.987,30,4.4,,2004-11-08
758,122.81,0.683,65,4.8,,2004-11-09
759,125.224,10.332,15,4.6,,2004-11-10
760,128.46,2.4,93,4.9,,2004-11-20
761,128.165,3.045,41,4.3,5,2004-11-24
762,121.186,19.684,21,4.3,4.9,2004-11-27
763,124.644,14.03,25,4.4,,2004-11-27
764,123.76,7.383,590,5.4,,2004-12-19
765,127.349,1.636,145,5.4,,2004-12-21
766,121.602,23.335,20,4.3,,2004-12-22
767,123.95,0.278,116,4.9,,2004-12-24
768,126.864,6.309,133,5.6,,2004-12-26
769,120.265,18.291,34,4.6,,2004-12-28
770,126.746,2.059,16,5.5,,2005-01-02
771,125.7,2.004,29,4.2,5,2005-01-05
772,125.645,9.024,37,4.7,,2005-01-11
773,126.374,5.829,24,4.7,4.9,2005-01-13
774,126.982,8.309,34,4.4,4.8,2005-01-13
775,120.057,13.548,15,4.6,,2005-01-16
776,120.818,23.543,15,4.6,,2005-01-20
777,121.174,22.101,23,4.3,,2005-01-20
778,126.725,3.643,14,4.7,5.6,2005-01-20
779,125.233,5.143,182,5.5,,2005-01-21
780,123.352,5.289,535,6.4,,2005-02-05
781,123.527,0.021,135,5,,2005-02-05
782,125.05,12.436,37,4.2,5,2005-02-06
783,120.709,13.708,108,5.2,,2005-02-09
784,126.513,9.42,65,4.9,,2005-02-10
785,119.608,16.196,42,5,,2005-02-11
786,126.473,4.731,56,6,6.1,2005-02-15
787,123.202,12.656,20,4.3,,2005-02-16
788,125.9,0.934,31,4.3,5.1,2005-02-17
789,121.719,23.302,17,5.2,5.4,2005-02-18
790,121.193,19.316,54,4.4,,2005-02-19
791,126.395,9.676,24,4.1,4.9,2005-02-20
792,126.369,8.953,46,4.2,5.1,2005-02-20
793,123.136,12.65,17,5.7,5.4,2005-02-22
794,123.278,12.701,12,4,4.8,2005-02-25
795,121.692,9.137,28,4.7,,2005-03-02
796,127.419,6.602,15,4.6,,2005-03-03
797,126.386,2.592,53,5.4,6.1,2005-03-04
798,126.489,2.575,83,4.8,,2005-03-05
799,128.451,3.196,18,4.6,5.1,2005-03-06
800,123.885,22.362,9,4.5,,2005-03-06
801,120.531,19.732,21,4.1,4.7,2005-03-06
802,126.166,8.579,28,4.6,,2005-03-11
803,126.196,1.145,15,4.1,5,2005-03-11
804,126.578,7.616,92,4.9,,2005-03-20
805,125.495,9.783,15,4.5,,2005-03-21
806,126.005,0.38,32,4.1,4.7,2005-03-21
807,125.985,2.377,105,4.7,,2005-03-22
808,127.124,7.904,10,4.8,,2005-03-30
809,125.659,1.012,53,5.4,,2005-03-30
810,125.478,12.319,52,4.5,,2005-03-30
811,124.321,9.614,19,4.2,4.7,2005-03-31
812,120.743,13.561,117,5.4,,2005-04-03
813,120.019,0.97,33,4.7,,2005-04-04
814,126.499,2.951,51,5.5,,2005-04-07
815,119.19,15.491,17,5.6,5.1,2005-04-08
816,126.475,2.896,45,5.2,,2005-04-08
817,122.538,23.822,27,4.5,,2005-04-11
818,120.082,13.677,30,4.6,4.8,2005-04-14
819,121.332,19.214,27,4.6,,2005-04-18
820,120.685,13.958,165,4.9,,2005-04-19
821,121.158,19.181,54,4.6,,2005-04-20
822,126.107,4.87,96,5.4,,2005-04-22
823,120.17,21.706,38,4.5,,2005-04-24
824,126.156,1.014,31,4.4,5.5,2005-04-25
825,126.428,9.992,15,4.7,,2005-05-07
826,121.515,22.931,12,4.2,,2005-05-10
827,120.355,16.936,20,4.4,,2005-05-12
828,125.664,6.424,146,5.2,,2005-05-19
829,117.672,6.261,15,4.7,4.8,2005-05-23
830,126.81,0.195,111,4.9,,2005-05-25
831,123.943,14.846,26,4.2,4.8,2005-05-25
832,120.641,13.551,15,4.2,4.6,2005-06-04
833,121.814,23.965,16,4.6,4.7,2005-06-07
834,126.84,5.187,94,5.2,,2005-06-09
835,121.843,23.989,9,4.5,,2005-06-10
836,121.678,23.932,9,4.5,,2005-06-10
837,122.024,15.385,15,4.5,,2005-06-11
838,126.554,2.022,41,5.3,5.6,2005-06-13
839,121.128,21.278,39,4.5,,2005-06-17
840,121.11,21.264,32,4.7,,2005-06-17
841,121.681,23.89,2,4.6,,2005-06-18
842,128.069,3.978,54,3.9,4.9,2005-06-18
843,126.375,9.687,47,4.8,5.2,2005-06-22
844,125.79,1.731,80,5.8,,2005-06-26
845,120.125,21.262,16,4.4,,2005-06-29
846,115.558,4.326,34,4.4,,2005-06-30
847,126.688,2.281,38,3.9,4.8,2005-07-08
848,127.436,1.597,117,4.8,,2005-07-09
849,126.538,2.68,25,5.3,5.8,2005-07-09
850,126.605,2.709,25,4.6,5.2,2005-07-09
851,126.581,2.68,26,4.4,5.1,2005-07-09
852,127.393,1.622,127,4.8,,2005-07-09
853,126.522,2.62,31,4,5,2005-07-10
854,125.907,9.484,50,4.5,,2005-07-11
855,122.509,10.582,35,4.2,4.8,2005-07-14
856,122.148,23.267,39,4.5,,2005-07-16
857,126.412,4.435,15,4.8,,2005-07-19
858,121.171,19.128,52,4.6,,2005-07-23
859,126.508,2.607,29,4.2,5.2,2005-07-24
860,125.743,11.813,43,4.8,,2005-07-28
861,121.221,20.869,38,4.4,,2005-08-01
862,126.926,1.607,123,4.9,,2005-08-02
863,128.205,2.968,72,5.7,,2005-08-03
864,125.9,11.85,24,4.2,4.9,2005-08-06
865,125.849,11.859,15,5,5,2005-08-06
866,125.929,11.85,21,4.4,4.9,2005-08-06
867,125.909,11.89,15,4.6,,2005-08-06
868,121.119,19.233,38,4.2,4.9,2005-08-06
869,121.138,19.18,35,4.6,,2005-08-06
870,125.81,11.854,15,4.7,4.8,2005-08-10
871,126.592,2.652,31,4.7,5.3,2005-08-16
872,126.557,2.676,31,4,4.9,2005-08-16
873,122.53,8.111,50,4.7,,2005-08-17
874,128.176,2.619,25,4.6,5.4,2005-08-19
875,126.945,2.349,36,3.6,4.7,2005-08-24
876,126.148,1.75,66,4.9,,2005-08-26
877,125.668,5.662,183,5.3,,2005-08-27
878,121.156,19.297,30,4.5,4.6,2005-09-01
879,128.23,2.685,14,4.1,4.8,2005-09-01
880,126.179,1.285,54,4.8,,2005-09-04
881,123.106,2.94,454,5.7,,2005-09-04
882,126.234,0.745,38,5.2,5.5,2005-09-08
883,125.415,9.705,15,4.7,,2005-09-08
884,125.197,4.689,46,4.6,,2005-09-09
885,126.099,0.945,28,4.7,,2005-09-16
886,124.021,6.342,51,4.5,,2005-09-21
887,123.018,12.75,30,4.7,4.6,2005-09-22
888,120.691,13.833,151,4.8,,2005-09-22
889,121.465,23.017,38,4.4,,2005-09-23
890,126.504,1.522,51,5.3,,2005-09-25
891,119.766,13.672,15,4.7,,2005-09-26
892,121.502,23.232,26,4.7,4.8,2005-09-26
893,125.855,0.453,15,4.8,,2005-09-27
894,121.094,19.249,41,4.4,,2005-09-28
895,125.449,9.492,15,4.3,4.8,2005-10-04
896,123.843,6.236,15,4.5,4.8,2005-10-07
897,126.526,2.101,30,4.6,5.4,2005-10-07
898,125.025,13.489,31,5.2,5.5,2005-10-10
899,120.124,21.307,14,4.1,4.8,2005-10-12
900,120.124,21.249,15,4.5,4.8,2005-10-13
901,122.977,22.931,26,4.4,,2005-10-14
902,119.822,17.083,29,4.5,5,2005-10-23
903,120.513,13.594,15,4.2,4.6,2005-10-27
904,126.928,2.588,20,4.3,4.9,2005-10-29
905,126.914,2.554,21,4.5,5.2,2005-10-29
906,123.319,14.731,15,4.5,4.9,2005-11-18
907,125.854,6.221,97,5.3,,2005-11-19
908,125.14,7.815,20,4,4.7,2005-11-24
909,126.353,5.839,42,5.2,5.4,2005-11-25
910,121.56,23.183,40,4.4,,2005-11-26
911,123.914,6.155,15,4.2,4.6,2005-11-29
912,123.995,6.195,15,6,5.7,2005-11-30
913,127.028,8.365,15,4.6,,2005-12-01
914,120.566,14.095,199,5.1,,2005-12-11
915,121.695,21.971,15,4.4,5,2005-12-16
916,126.487,1.767,52,4.8,,2005-12-17
917,121.242,2.3,18,4.7,,2005-12-19
918,124.998,6.046,52,4.5,,2005-12-19
919,126.902,2.479,24,4.7,,2005-12-24
920,128.378,2.291,149,4.8,,2005-12-25
921,125.549,4.633,178,4.8,,2006-01-03
922,126.958,8.391,15,4.5,,2006-01-07
923,121.531,23.134,30,4.6,,2006-01-08
924,119.607,16.166,56,4.2,,2006-01-08
925,126.457,1.749,19,4.6,,2006-01-08
926,120.248,13.378,31,4.7,4.8,2006-01-09
927,126.702,8.761,10,4.6,,2006-01-10
928,126.568,11.199,39,4.3,,2006-01-11
929,124.195,0.143,121,4.9,,2006-01-20
930,122.286,23.996,36,4.4,4.9,2006-01-23
931,126.46,6.555,78,5,,2006-01-23
932,121.469,17.859,28,4.1,4.9,2006-01-25
933,117.937,1.603,15,4.7,5.4,2006-01-31
934,126.642,10.395,12,4.2,,2006-02-01
935,125.586,1.618,16,5.2,,2006-02-04
936,125.114,7.799,15,4.7,,2006-02-08
937,121.787,15.478,21,4.4,,2006-02-11
938,126.538,3.495,35,5.3,,2006-02-11
939,125.982,0.662,48,4.8,,2006-02-18
940,126.826,9.172,22,4.2,4.8,2006-02-18
941,126.024,6.018,139,5.1,,2006-02-19
942,126.511,1.897,15,4.9,,2006-02-20
943,128.242,4.327,26,3.8,4.7,2006-02-24
944,120.356,13.441,23,5.5,5.5,2006-03-01
945,120.268,13.5,41,4.7,,2006-03-03
946,128.156,3.449,116,5.3,,2006-03-07
947,120.557,23.568,32,4.6,,2006-03-09
948,128.714,3.564,29,3.7,4.6,2006-03-17
949,126.156,4.679,80,5,,2006-03-18
950,122.311,18.553,25,4.6,,2006-03-26
951,121.376,12.087,14,5.3,5.3,2006-03-27
952,120.056,13.91,57,4.5,,2006-03-30
953,121.478,19.766,15,4.4,,2006-03-31
954,126.389,3.77,50,5.6,5.8,2006-03-31
955,121.305,22.915,15,6.1,6,2006-04-01
956,126.431,3.755,72,5.1,,2006-04-01
957,123.863,23.562,31,4.5,4.9,2006-04-02
958,126.352,9.963,53,4.5,,2006-04-03
959,128.279,2.784,39,3.9,4.8,2006-04-11
960,121.401,19.94,41,4.4,4.9,2006-04-12
961,125.649,9.067,24,4.3,,2006-04-14
962,121.361,22.874,18,5.9,5.5,2006-04-15
963,125.421,4.564,192,5.5,,2006-04-16
964,121.614,23.977,14,5.1,4.9,2006-04-28
965,127.433,1.025,28,4.1,4.8,2006-04-29
966,120.779,21.578,24,4.9,5.3,2006-05-07
967,121.085,19.233,39,4.5,4.8,2006-05-08
968,124.673,11.078,15,4.5,,2006-05-10
969,126.59,3.698,70,5,,2006-05-12
970,126.203,5.706,112,4.9,,2006-05-22
971,120.016,20.672,13,4.5,5.1,2006-05-25
972,120.004,20.578,16,4.2,4.8,2006-05-25
973,122.433,0.087,296,5,,2006-05-26
974,119.981,20.728,17,4,4.9,2006-05-27
975,120.032,20.735,18,4,4.7,2006-05-27
976,119.971,20.695,14,3.9,4.7,2006-05-28
977,121.166,19.286,29,5.2,5.2,2006-05-28
978,120.177,20.617,25,3.9,4.5,2006-05-29
979,120.016,20.609,14,4.4,,2006-05-30
980,120.057,20.586,11,3.7,4.7,2006-06-02
981,121.404,22.776,23,4.4,4.6,2006-06-04
982,126.389,8.824,60,4.8,,2006-06-04
983,119.69,17.57,35,4.5,,2006-06-04
984,121.871,21.564,20,4.4,4.7,2006-06-05
985,125.087,1.599,166,4.9,,2006-06-05
986,122.733,3.622,571,4.9,,2006-06-07
987,120.042,19.08,21,4.6,5.1,2006-06-10
988,120.003,20.63,15,4.3,,2006-06-11
989,120.037,20.655,15,4.4,,2006-06-11
990,126.29,1.44,32,4.8,5.5,2006-06-15
991,119.987,18.993,17,4.2,4.4,2006-06-15
992,119.878,18.931,17,4.3,,2006-06-15
993,122.162,7.852,43,4.8,,2006-06-15
994,121.795,1.227,24,5.3,5.7,2006-06-16
995,121.952,1.234,33,4.6,,2006-06-16
996,121.724,0.973,55,4.7,,2006-06-16
997,121.827,1.23,36,5,5.3,2006-06-16
998,125.574,12.365,20,4.2,4.9,2006-06-19
999,120.031,19.067,17,4.5,4.9,2006-06-24
1000,119.964,19.003,14,4.3,,2006-06-24
1001,120.083,19.05,15,4.6,,2006-06-25
1002,120.051,19.079,22,3.9,4.5,2006-06-25
1003,119.965,19.008,20,4.5,,2006-06-25
1004,120.141,17.52,50,4,4.9,2006-06-26
1005,120.396,18.163,47,4,4.8,2006-06-29
1006,119.953,19.064,15,4.5,,2006-06-30
1007,120.997,18.26,20,4.6,,2006-07-01
1008,126.932,0.863,53,5.2,,2006-07-01
1009,119.968,14.975,54,4.7,,2006-07-10
1010,126.805,6.442,88,4.6,,2006-07-11
1011,119.69,0.174,35,4.8,5.3,2006-07-17
1012,121.362,19.888,38,4.5,4.8,2006-07-27
1013,120.831,1.133,9,4.5,,2006-07-31
1014,126.305,1.692,35,4.8,,2006-08-06
1015,123.843,6.867,34,4.1,4.5,2006-08-08
1016,125.652,12.16,37,4.5,,2006-08-10
1017,120.297,13.378,55,4.4,,2006-08-10
1018,121.456,22.464,28,4.7,5.3,2006-08-11
1019,126.229,1.047,15,5,,2006-08-12
1020,126.308,1.473,59,5,,2006-08-18
1021,121.829,0.964,56,3.9,4.8,2006-08-19
1022,122.876,1.332,18,4.3,4.8,2006-08-28
1023,126.459,7.702,128,5.5,,2006-09-05
1024,126.601,8.264,46,4.9,5.3,2006-09-12
1025,125.195,13.524,15,4.8,,2006-09-23
1026,128.558,2.836,225,4.9,,2006-09-30
1027,119.249,18.329,16,4.3,4.9,2006-10-01
1028,121.709,23.952,15,4.5,,2006-10-01
1029,126.539,4.153,28,4.8,5.4,2006-10-04
1030,126.468,4.064,28,4.6,,2006-10-04
1031,126.566,4.138,61,4.8,,2006-10-04
1032,126.091,10.115,45,5,,2006-10-05
1033,120.052,20.698,25,5.9,6,2006-10-09
1034,119.951,20.727,15,4.8,,2006-10-09
1035,119.979,20.737,15,5.5,5.7,2006-10-09
1036,119.981,20.681,15,4.6,,2006-10-09
1037,119.982,20.571,15,4.8,,2006-10-09
1038,120.034,20.555,10,4.7,,2006-10-09
1039,120.079,20.701,15,4.5,,2006-10-09
1040,120.002,20.548,15,4.6,,2006-10-09
1041,119.995,20.604,13,3.9,4.8,2006-10-10
1042,119.997,20.541,19,3.8,4.6,2006-10-10
1043,120.128,20.557,14,4.4,5,2006-10-10
1044,120.026,20.778,30,4.2,,2006-10-10
1045,120.003,20.682,22,4.7,,2006-10-10
1046,119.91,20.686,28,4.9,5,2006-10-11
1047,119.954,20.721,15,4.9,5,2006-10-11
1048,120.025,20.767,15,4.8,,2006-10-11
1049,126.463,1.681,15,4.6,,2006-10-11
1050,120.174,20.734,41,4.5,,2006-10-11
1051,119.953,20.707,32,4.5,,2006-10-11
1052,120.107,20.724,18,5.4,5.6,2006-10-11
1053,120.075,20.76,17,4.9,,2006-10-11
1054,119.962,20.759,18,4.6,,2006-10-13
1055,126.895,5.022,15,4.5,,2006-10-16
1056,121.424,19.871,28,4.5,,2006-10-20
1057,121.474,13.461,25,5.4,5.5,2006-10-20
1058,121.529,13.494,23,5.5,5.6,2006-10-20
1059,121.497,13.454,21,5.2,5.3,2006-10-20
1060,121.453,13.351,15,4.6,,2006-10-21
1061,119.253,18.322,15,4.5,,2006-10-21
1062,121.393,13.386,16,5.7,5.5,2006-10-21
1063,121.384,13.415,14,4.5,,2006-10-21
1064,125.978,3.666,114,5,,2006-10-21
1065,121.484,13.373,8,4.6,,2006-10-22
1066,125.255,4.919,15,5.2,5.5,2006-10-23
1067,125.226,4.844,17,4.8,5,2006-10-23
1068,125.325,4.896,18,4.5,4.9,2006-10-23
1069,125.41,4.898,15,4.5,5.1,2006-10-23
1070,125.363,4.96,12,5.5,5.4,2006-10-24
1071,125.437,4.976,15,5,,2006-10-24
1072,123.772,12.346,16,4.2,4.8,2006-10-26
1073,126.525,3.944,18,4.6,5.3,2006-10-29
1074,126.788,2.362,32,5.4,,2006-10-30
1075,126.785,2.352,29,5.4,,2006-10-30
1076,126.831,2.345,29,5.3,,2006-10-30
1077,126.201,5.909,43,5.2,,2006-11-04
1078,121.312,19.906,28,4.4,4.6,2006-11-10
1079,126.642,3.349,15,5,,2006-11-12
1080,120.021,20.709,17,4.6,5,2006-11-13
1081,120.105,20.746,31,4.5,,2006-11-13
1082,122.342,23.462,18,4.4,,2006-11-13
1083,120.621,13.793,110,5.2,,2006-11-14
1084,123.872,6.58,46,4.4,5.2,2006-11-14
1085,127.366,4.887,67,5.5,,2006-11-15
1086,123.848,6.586,46,4.8,,2006-11-15
1087,120.165,20.524,15,4.6,5.2,2006-11-18
1088,123.685,0.086,110,4.8,,2006-11-19
1089,126.094,12.691,15,4.6,,2006-11-24
1090,124.278,5.901,21,4.2,5,2006-11-29
1091,128.321,2.51,55,5.8,6,2006-11-29
1092,119.014,15.973,25,4.3,,2006-12-03
1093,126.64,2.633,22,4.5,5.1,2006-12-05
1094,122.308,9.589,28,4.7,4.9,2006-12-06
1095,121.554,13.445,24,4.6,,2006-12-09
1096,128.588,2.587,30,5,,2006-12-11
1097,125.904,6.414,97,4.9,,2006-12-12
1098,124.778,3.686,224,6,,2006-12-12
1099,119.811,20.907,19,4.4,5,2006-12-13
1100,120.013,17.185,35,4.7,,2006-12-19
1101,125.81,13.307,15,5.1,5.4,2006-12-20
1102,125.874,13.301,15,4.3,,2006-12-22
1103,125.369,3.285,183,5.1,,2006-12-22
1104,120.549,21.844,8,7.2,6.4,2006-12-26
1105,120.548,22.013,14,7.1,6.3,2006-12-26
1106,120.379,22.114,15,5.3,,2006-12-26
1107,120.609,21.811,15,5.1,,2006-12-26
1108,125.694,2.97,117,5.1,,2006-12-26
1109,120.455,22.022,34,5,5.4,2006-12-27
1110,120.519,21.932,15,4.3,,2006-12-28
1111,125.637,0.238,30,4.9,,2007-01-05
1112,119.969,20.869,9,4.2,,2007-01-06
1113,125.979,11.764,23,4.8,5,2007-01-06
1114,125.965,11.769,16,4.5,,2007-01-06
1115,123.787,0.034,144,5.1,,2007-01-06
1116,120.443,21.728,36,4.3,,2007-01-07
1117,126.619,5.671,23,4.9,,2007-01-15
1118,126.191,2.6,74,5.5,,2007-01-16
1119,124.66,11.335,12,4,,2007-01-17
1120,126.198,9.647,66,5.2,,2007-01-18
1121,126.359,1.106,22,7.3,6.8,2007-01-21
1122,126.344,1.088,25,5,,2007-01-21
