lon,lat,depth,mw,date
121.44,22.131,15,4.4,21/5/2004
126.427,9.798,57,4.5,21/5/2004
126.363,7.55,15,4.4,21/5/2004
123.814,6.822,46,4.5,21/5/2004
126.371,6.499,60,5.3,27/5/2004
128.217,4.371,46,4.6,30/5/2004
126.836,1.982,28,4.3,30/5/2004
125.94,11.353,15,4.6,1/6/2004
121.348,23.604,15,3.9,2/6/2004
121.131,22.468,7,4.4,6/6/2004
126.877,1.253,86,5.1,10/6/2004
126.162,12.627,16,5,10/6/2004
126.53,1.804,15,4.7,10/6/2004
125.692,3.871,139,4.7,15/6/2004
127.004,5.539,107,5.3,16/6/2004
126.627,1.095,15,4.7,17/6/2004
128.382,3.19,39,4.9,18/6/2004
121.315,22.917,5,4.2,19/6/2004
125.988,0.497,35,4.2,20/6/2004
123.059,12.691,19,5,28/6/2004
126.108,0.434,30,4.2,29/6/2004
124.708,0.693,100,5.8,30/6/2004
124.761,9.837,48,4.8,1/7/2004
124.763,9.827,43,4.7,1/7/2004
123.136,12.674,23,4.3,1/7/2004
126.163,8.722,48,4.5,1/7/2004
121.571,17.235,15,4.7,1/7/2004
126.376,1.455,23,3.8,2/7/2004
125.401,12.88,15,4.5,9/7/2004
123.357,23.219,10,4.8,12/7/2004
119.976,13.273,20,4.4,16/7/2004
119.216,15.62,15,4.6,23/7/2004
124.588,2.895,278,4.8,29/7/2004
122.484,20.166,20,3.9,29/7/2004
126.638,3.575,25,4.8,30/7/2004
126.779,3.569,27,4.5,30/7/2004
122.392,20.212,35,4.6,31/7/2004
122.44,20.218,33,4.5,31/7/2004
122.479,20.182,33,4.4,31/7/2004
122.443,20.226,29,4.4,31/7/2004
125.724,9.036,16,4.2,31/7/2004
120.537,4.641,25,4,8/8/2004
125.447,9.776,15,4.2,9/8/2004
119.685,14.97,41,4.3,12/8/2004
124.062,13.899,28,4.8,19/8/2004
126.017,8.142,21,4.6,20/8/2004
123.35,23.924,28,4.8,20/8/2004
127.063,7.26,13,5.3,31/8/2004
123.529,0.044,147,5.2,1/9/2004
126.817,9.172,15,4.7,3/9/2004
126.731,9.172,17,4.6,4/9/2004
126.637,9.147,23,4.3,4/9/2004
119.754,18.379,17,4.5,5/9/2004
124.341,5.91,57,4.6,6/9/2004
126.571,9.168,35,4.7,6/9/2004
124.239,5.814,18,5,7/9/2004
122.322,9.308,47,4.6,9/9/2004
122.254,9.252,29,3.6,10/9/2004
120.516,13.864,100,4.6,11/9/2004
124.194,6.203,83,4.7,13/9/2004
127.467,7.968,15,4.6,14/9/2004
120.393,14.27,105,6,15/9/2004
125.325,5.847,86,5.1,15/9/2004
126.85,3.513,57,5,22/9/2004
120.258,0.987,22,4.5,26/9/2004
128.405,3.576,20,5.1,1/10/2004
128.578,3.582,20,4.8,1/10/2004
128.512,3.565,28,3.8,1/10/2004
122.172,2.39,539,5.1,2/10/2004
126.634,5.45,38,4.7,4/10/2004
128.529,3.481,13,4.4,4/10/2004
128.875,3.63,17,4,5/10/2004
128.488,3.849,16,4.5,5/10/2004
121.402,20.109,36,4.5,5/10/2004
120.542,13.859,115,6.2,8/10/2004
126.658,2.114,15,4.8,8/10/2004
122.132,7.931,32,3.9,9/10/2004
126.459,5.306,27,5.1,11/10/2004
119.384,15.621,13,4.7,11/10/2004
120.623,13.796,109,4.9,14/10/2004
122.37,18.568,18,4.5,15/10/2004
126.848,9.779,24,4.2,21/10/2004
120.136,0.955,30,4.3,25/10/2004
123.483,9.891,19,4.2,25/10/2004
118.984,15.669,10,5,29/10/2004
128.332,2.589,57,5.2,6/11/2004
126.351,3.965,31,4.6,7/11/2004
119.814,18.81,29,4.6,8/11/2004
122.564,23.987,30,4.4,8/11/2004
122.81,0.683,65,4.8,9/11/2004
125.224,10.332,15,4.6,10/11/2004
128.46,2.4,93,4.9,20/11/2004
128.165,3.045,41,4.3,24/11/2004
121.186,19.684,21,4.3,27/11/2004
124.644,14.03,25,4.4,27/11/2004
123.76,7.383,590,5.4,19/12/2004
127.349,1.636,145,5.4,21/12/2004
121.602,23.335,20,4.3,22/12/2004
123.95,0.278,116,4.9,24/12/2004
126.864,6.309,133,5.6,26/12/2004
120.265,18.291,34,4.6,28/12/2004
126.746,2.059,16,5.5,2/1/2005
125.7,2.004,29,4.2,5/1/2005
125.645,9.024,37,4.7,11/1/2005
126.374,5.829,24,4.7,13/1/2005
126.982,8.309,34,4.4,13/1/2005
120.057,13.548,15,4.6,16/1/2005
120.818,23.543,15,4.6,20/1/2005
121.174,22.101,23,4.3,20/1/2005
126.725,3.643,14,4.7,20/1/2005
125.233,5.143,182,5.5,21/1/2005
123.352,5.289,535,6.4,5/2/2005
123.527,0.021,135,5,5/2/2005
125.05,12.436,37,4.2,6/2/2005
120.709,13.708,108,5.2,9/2/2005
126.513,9.42,65,4.9,10/2/2005
119.608,16.196,42,5,11/2/2005
126.473,4.731,56,6,15/2/2005
123.202,12.656,20,4.3,16/2/2005
125.9,0.934,31,4.3,17/2/2005
121.719,23.302,17,5.2,18/2/2005
121.193,19.316,54,4.4,19/2/2005
126.395,9.676,24,4.1,20/2/2005
126.369,8.953,46,4.2,20/2/2005
123.136,12.65,17,5.7,22/2/2005
123.278,12.701,12,4,25/2/2005
121.692,9.137,28,4.7,2/3/2005
127.419,6.602,15,4.6,3/3/2005
126.386,2.592,53,5.4,4/3/2005
126.489,2.575,83,4.8,5/3/2005
128.451,3.196,18,4.6,6/3/2005
123.885,22.362,9,4.5,6/3/2005
120.531,19.732,21,4.1,6/3/2005
126.166,8.579,28,4.6,11/3/2005
126.196,1.145,15,4.1,11/3/2005
126.578,7.616,92,4.9,20/3/2005
125.495,9.783,15,4.5,21/3/2005
126.005,0.38,32,4.1,21/3/2005
125.985,2.377,105,4.7,22/3/2005
127.124,7.904,10,4.8,30/3/2005
125.659,1.012,53,5.4,30/3/2005
125.478,12.319,52,4.5,30/3/2005
124.321,9.614,19,4.2,31/3/2005
120.743,13.561,117,5.4,3/4/2005
120.019,0.97,33,4.7,4/4/2005
126.499,2.951,51,5.5,7/4/2005
119.19,15.491,17,5.6,8/4/2005
126.475,2.896,45,5.2,8/4/2005
122.538,23.822,27,4.5,11/4/2005
120.082,13.677,30,4.6,14/4/2005
121.332,19.214,27,4.6,18/4/2005
120.685,13.958,165,4.9,19/4/2005
121.158,19.181,54,4.6,20/4/2005
126.107,4.87,96,5.4,22/4/2005
120.17,21.706,38,4.5,24/4/2005
126.156,1.014,31,4.4,25/4/2005
126.428,9.992,15,4.7,7/5/2005
121.515,22.931,12,4.2,10/5/2005
120.355,16.936,20,4.4,12/5/2005
125.664,6.424,146,5.2,19/5/2005
117.672,6.261,15,4.7,23/5/2005
126.81,0.195,111,4.9,25/5/2005
123.943,14.846,26,4.2,25/5/2005
120.641,13.551,15,4.2,4/6/2005
121.814,23.965,16,4.6,7/6/2005
126.84,5.187,94,5.2,9/6/2005
121.843,23.989,9,4.5,10/6/2005
121.678,23.932,9,4.5,10/6/2005
122.024,15.385,15,4.5,11/6/2005
126.554,2.022,41,5.3,13/6/2005
121.128,21.278,39,4.5,17/6/2005
121.11,21.264,32,4.7,17/6/2005
121.681,23.89,2,4.6,18/6/2005
128.069,3.978,54,3.9,18/6/2005
126.375,9.687,47,4.8,22/6/2005
125.79,1.731,80,5.8,26/6/2005
120.125,21.262,16,4.4,29/6/2005
115.558,4.326,34,4.4,30/6/2005
126.688,2.281,38,3.9,8/7/2005
127.436,1.597,117,4.8,9/7/2005
126.538,2.68,25,5.3,9/7/2005
126.605,2.709,25,4.6,9/7/2005
126.581,2.68,26,4.4,9/7/2005
127.393,1.622,127,4.8,9/7/2005
126.522,2.62,31,4,10/7/2005
125.907,9.484,50,4.5,11/7/2005
122.509,10.582,35,4.2,14/7/2005
122.148,23.267,39,4.5,16/7/2005
126.412,4.435,15,4.8,19/7/2005
121.171,19.128,52,4.6,23/7/2005
126.508,2.607,29,4.2,24/7/2005
125.743,11.813,43,4.8,28/7/2005
121.221,20.869,38,4.4,1/8/2005
126.926,1.607,123,4.9,2/8/2005
128.205,2.968,72,5.7,3/8/2005
125.9,11.85,24,4.2,6/8/2005
125.849,11.859,15,5,6/8/2005
125.929,11.85,21,4.4,6/8/2005
125.909,11.89,15,4.6,6/8/2005
121.119,19.233,38,4.2,6/8/2005
121.138,19.18,35,4.6,6/8/2005
125.81,11.854,15,4.7,10/8/2005
126.592,2.652,31,4.7,16/8/2005
126.557,2.676,31,4,16/8/2005
122.53,8.111,50,4.7,17/8/2005
128.176,2.619,25,4.6,19/8/2005
126.945,2.349,36,3.6,24/8/2005
126.148,1.75,66,4.9,26/8/2005
125.668,5.662,183,5.3,27/8/2005
121.156,19.297,30,4.5,1/9/2005
128.23,2.685,14,4.1,1/9/2005
126.179,1.285,54,4.8,4/9/2005
123.106,2.94,454,5.7,4/9/2005
126.234,0.745,38,5.2,8/9/2005
125.415,9.705,15,4.7,8/9/2005
125.197,4.689,46,4.6,9/9/2005
126.099,0.945,28,4.7,16/9/2005
124.021,6.342,51,4.5,21/9/2005
123.018,12.75,30,4.7,22/9/2005
120.691,13.833,151,4.8,22/9/2005
121.465,23.017,38,4.4,23/9/2005
126.504,1.522,51,5.3,25/9/2005
119.766,13.672,15,4.7,26/9/2005
121.502,23.232,26,4.7,26/9/2005
125.855,0.453,15,4.8,27/9/2005
121.094,19.249,41,4.4,28/9/2005
125.449,9.492,15,4.3,4/10/2005
123.843,6.236,15,4.5,7/10/2005
126.526,2.101,30,4.6,7/10/2005
125.025,13.489,31,5.2,10/10/2005
120.124,21.307,14,4.1,12/10/2005
120.124,21.249,15,4.5,13/10/2005
122.977,22.931,26,4.4,14/10/2005
119.822,17.083,29,4.5,23/10/2005
120.513,13.594,15,4.2,27/10/2005
126.928,2.588,20,4.3,29/10/2005
126.914,2.554,21,4.5,29/10/2005
123.319,14.731,15,4.5,18/11/2005
125.854,6.221,97,5.3,19/11/2005
125.14,7.815,20,4,24/11/2005
126.353,5.839,42,5.2,25/11/2005
121.56,23.183,40,4.4,26/11/2005
123.914,6.155,15,4.2,29/11/2005
123.995,6.195,15,6,30/11/2005
127.028,8.365,15,4.6,1/12/2005
120.566,14.095,199,5.1,11/12/2005
121.695,21.971,15,4.4,16/12/2005
126.487,1.767,52,4.8,17/12/2005
121.242,2.3,18,4.7,19/12/2005
124.998,6.046,52,4.5,19/12/2005
126.902,2.479,24,4.7,24/12/2005
128.378,2.291,149,4.8,25/12/2005
125.549,4.633,178,4.8,3/1/2006
126.958,8.391,15,4.5,7/1/2006
121.531,23.134,30,4.6,8/1/2006
119.607,16.166,56,4.2,8/1/2006
126.457,1.749,19,4.6,8/1/2006
120.248,13.378,31,4.7,9/1/2006
126.702,8.761,10,4.6,10/1/2006
126.568,11.199,39,4.3,11/1/2006
124.195,0.143,121,4.9,20/1/2006
122.286,23.996,36,4.4,23/1/2006
126.46,6.555,78,5,23/1/2006
121.469,17.859,28,4.1,25/1/2006
117.937,1.603,15,4.7,31/1/2006
126.642,10.395,12,4.2,1/2/2006
125.586,1.618,16,5.2,4/2/2006
125.114,7.799,15,4.7,8/2/2006
121.787,15.478,21,4.4,11/2/2006
126.538,3.495,35,5.3,11/2/2006
125.982,0.662,48,4.8,18/2/2006
126.826,9.172,22,4.2,18/2/2006
126.024,6.018,139,5.1,19/2/2006
126.511,1.897,15,4.9,20/2/2006
128.242,4.327,26,3.8,24/2/2006
120.356,13.441,23,5.5,1/3/2006
120.268,13.5,41,4.7,3/3/2006
128.156,3.449,116,5.3,7/3/2006
120.557,23.568,32,4.6,9/3/2006
128.714,3.564,29,3.7,17/3/2006
126.156,4.679,80,5,18/3/2006
122.311,18.553,25,4.6,26/3/2006
121.376,12.087,14,5.3,27/3/2006
120.056,13.91,57,4.5,30/3/2006
121.478,19.766,15,4.4,31/3/2006
126.389,3.77,50,5.6,31/3/2006
121.305,22.915,15,6.1,1/4/2006
126.431,3.755,72,5.1,1/4/2006
123.863,23.562,31,4.5,2/4/2006
126.352,9.963,53,4.5,3/4/2006
128.279,2.784,39,3.9,11/4/2006
121.401,19.94,41,4.4,12/4/2006
125.649,9.067,24,4.3,14/4/2006
121.361,22.874,18,5.9,15/4/2006
125.421,4.564,192,5.5,16/4/2006
121.614,23.977,14,5.1,28/4/2006
127.433,1.025,28,4.1,29/4/2006
120.779,21.578,24,4.9,7/5/2006
121.085,19.233,39,4.5,8/5/2006
124.673,11.078,15,4.5,10/5/2006
126.59,3.698,70,5,12/5/2006
126.203,5.706,112,4.9,22/5/2006
120.016,20.672,13,4.5,25/5/2006
120.004,20.578,16,4.2,25/5/2006
122.433,0.087,296,5,26/5/2006
119.981,20.728,17,4,27/5/2006
120.032,20.735,18,4,27/5/2006
119.971,20.695,14,3.9,28/5/2006
121.166,19.286,29,5.2,28/5/2006
120.177,20.617,25,3.9,29/5/2006
120.016,20.609,14,4.4,30/5/2006
120.057,20.586,11,3.7,2/6/2006
121.404,22.776,23,4.4,4/6/2006
126.389,8.824,60,4.8,4/6/2006
119.69,17.57,35,4.5,4/6/2006
121.871,21.564,20,4.4,5/6/2006
125.087,1.599,166,4.9,5/6/2006
122.733,3.622,571,4.9,7/6/2006
120.042,19.08,21,4.6,10/6/2006
120.003,20.63,15,4.3,11/6/2006
120.037,20.655,15,4.4,11/6/2006
126.29,1.44,32,4.8,15/6/2006
119.987,18.993,17,4.2,15/6/2006
119.878,18.931,17,4.3,15/6/2006
122.162,7.852,43,4.8,15/6/2006
121.795,1.227,24,5.3,16/6/2006
121.952,1.234,33,4.6,16/6/2006
121.724,0.973,55,4.7,16/6/2006
121.827,1.23,36,5,16/6/2006
125.574,12.365,20,4.2,19/6/2006
120.031,19.067,17,4.5,24/6/2006
119.964,19.003,14,4.3,24/6/2006
120.083,19.05,15,4.6,25/6/2006
120.051,19.079,22,3.9,25/6/2006
119.965,19.008,20,4.5,25/6/2006
120.141,17.52,50,4,26/6/2006
120.396,18.163,47,4,29/6/2006
119.953,19.064,15,4.5,30/6/2006
120.997,18.26,20,4.6,1/7/2006
126.932,0.863,53,5.2,1/7/2006
119.968,14.975,54,4.7,10/7/2006
126.805,6.442,88,4.6,11/7/2006
119.69,0.174,35,4.8,17/7/2006
121.362,19.888,38,4.5,27/7/2006
120.831,1.133,9,4.5,31/7/2006
126.305,1.692,35,4.8,6/8/2006
123.843,6.867,34,4.1,8/8/2006
125.652,12.16,37,4.5,10/8/2006
120.297,13.378,55,4.4,10/8/2006
121.456,22.464,28,4.7,11/8/2006
126.229,1.047,15,5,12/8/2006
126.308,1.473,59,5,18/8/2006
121.829,0.964,56,3.9,19/8/2006
122.876,1.332,18,4.3,28/8/2006
126.459,7.702,128,5.5,5/9/2006
126.601,8.264,46,4.9,12/9/2006
125.195,13.524,15,4.8,23/9/2006
128.558,2.836,225,4.9,30/9/2006
119.249,18.329,16,4.3,1/10/2006
121.709,23.952,15,4.5,1/10/2006
126.539,4.153,28,4.8,4/10/2006
126.468,4.064,28,4.6,4/10/2006
126.566,4.138,61,4.8,4/10/2006
126.091,10.115,45,5,5/10/2006
120.052,20.698,25,5.9,9/10/2006
119.951,20.727,15,4.8,9/10/2006
119.979,20.737,15,5.5,9/10/2006
119.981,20.681,15,4.6,9/10/2006
119.982,20.571,15,4.8,9/10/2006
120.034,20.555,10,4.7,9/10/2006
120.079,20.701,15,4.5,9/10/2006
120.002,20.548,15,4.6,9/10/2006
119.995,20.604,13,3.9,10/10/2006
119.997,20.541,19,3.8,10/10/2006
120.128,20.557,14,4.4,10/10/2006
120.026,20.778,30,4.2,10/10/2006
120.003,20.682,22,4.7,10/10/2006
119.91,20.686,28,4.9,11/10/2006
119.954,20.721,15,4.9,11/10/2006
120.025,20.767,15,4.8,11/10/2006
126.463,1.681,15,4.6,11/10/2006
120.174,20.734,41,4.5,11/10/2006
119.953,20.707,32,4.5,11/10/2006
120.107,20.724,18,5.4,11/10/2006
120.075,20.76,17,4.9,11/10/2006
119.962,20.759,18,4.6,13/10/2006
126.895,5.022,15,4.5,16/10/2006
121.424,19.871,28,4.5,20/10/2006
121.474,13.461,25,5.4,20/10/2006
121.529,13.494,23,5.5,20/10/2006
121.497,13.454,21,5.2,20/10/2006
121.453,13.351,15,4.6,21/10/2006
119.253,18.322,15,4.5,21/10/2006
121.393,13.386,16,5.7,21/10/2006
121.384,13.415,14,4.5,21/10/2006
125.978,3.666,114,5,21/10/2006
121.484,13.373,8,4.6,22/10/2006
125.255,4.919,15,5.2,23/10/2006
125.226,4.844,17,4.8,23/10/2006
125.325,4.896,18,4.5,23/10/2006
125.41,4.898,15,4.5,23/10/2006
125.363,4.96,12,5.5,24/10/2006
125.437,4.976,15,5,24/10/2006
123.772,12.346,16,4.2,26/10/2006
126.525,3.944,18,4.6,29/10/2006
126.788,2.362,32,5.4,30/10/2006
126.785,2.352,29,5.4,30/10/2006
126.831,2.345,29,5.3,30/10/2006
126.201,5.909,43,5.2,4/11/2006
121.312,19.906,28,4.4,10/11/2006
126.642,3.349,15,5,12/11/2006
120.021,20.709,17,4.6,13/11/2006
120.105,20.746,31,4.5,13/11/2006
122.342,23.462,18,4.4,13/11/2006
120.621,13.793,110,5.2,14/11/2006
123.872,6.58,46,4.4,14/11/2006
127.366,4.887,67,5.5,15/11/2006
123.848,6.586,46,4.8,15/11/2006
120.165,20.524,15,4.6,18/11/2006
123.685,0.086,110,4.8,19/11/2006
126.094,12.691,15,4.6,24/11/2006
124.278,5.901,21,4.2,29/11/2006
128.321,2.51,55,5.8,29/11/2006
119.014,15.973,25,4.3,3/12/2006
126.64,2.633,22,4.5,5/12/2006
122.308,9.589,28,4.7,6/12/2006
121.554,13.445,24,4.6,9/12/2006
128.588,2.587,30,5,11/12/2006
125.904,6.414,97,4.9,12/12/2006
124.778,3.686,224,6,12/12/2006
119.811,20.907,19,4.4,13/12/2006
120.013,17.185,35,4.7,19/12/2006
125.81,13.307,15,5.1,20/12/2006
125.874,13.301,15,4.3,22/12/2006
125.369,3.285,183,5.1,22/12/2006
120.549,21.844,8,7.2,26/12/2006
120.548,22.013,14,7.1,26/12/2006
120.379,22.114,15,5.3,26/12/2006
120.609,21.811,15,5.1,26/12/2006
125.694,2.97,117,5.1,26/12/2006
120.455,22.022,34,5,27/12/2006
120.519,21.932,15,4.3,28/12/2006
125.637,0.238,30,4.9,5/1/2007
119.969,20.869,9,4.2,6/1/2007
125.979,11.764,23,4.8,6/1/2007
125.965,11.769,16,4.5,6/1/2007
123.787,0.034,144,5.1,6/1/2007
120.443,21.728,36,4.3,7/1/2007
126.619,5.671,23,4.9,15/1/2007
126.191,2.6,74,5.5,16/1/2007
124.66,11.335,12,4,17/1/2007
126.198,9.647,66,5.2,18/1/2007
126.359,1.106,22,7.3,21/1/2007
126.344,1.088,25,5,21/1/2007
126.124,0.941,25,5,21/1/2007
126.397,1.073,25,5.4,21/1/2007
126.257,1.205,25,5.2,21/1/2007
126.018,0.882,25,5.2,21/1/2007
125.985,1.035,25,5.4,21/1/2007
126.345,1.03,24,5.8,21/1/2007
125.866,0.976,25,5.6,21/1/2007
126.333,0.979,25,5.1,21/1/2007
126.253,0.981,25,4.8,21/1/2007
125.956,1.069,30,4.8,21/1/2007
125.891,0.985,25,5,21/1/2007
126.217,0.93,14,4.3,21/1/2007
126.075,0.963,25,4.6,21/1/2007
126.265,0.995,33,4.7,21/1/2007
126.084,0.91,37,5.4,22/1/2007
126.329,0.985,24,4.5,22/1/2007
126.034,0.958,25,5,22/1/2007
126.31,0.347,28,4.9,22/1/2007
126.38,1.106,28,4.3,22/1/2007
126.124,1.233,28,4.9,23/1/2007
125.884,0.982,13,5.4,24/1/2007
126.132,1.098,28,4.5,24/1/2007
126.17,1.041,25,4.9,24/1/2007
126.129,1.102,25,5,25/1/2007
121.993,21.031,20,4.5,25/1/2007
122.007,22.623,20,5.7,25/1/2007
126.463,1.151,25,4.6,26/1/2007
126.098,1.136,25,5.3,26/1/2007
126.522,1.174,20,4.5,26/1/2007
126.523,1.331,31,4.7,27/1/2007
126.379,1.047,25,4.6,27/1/2007
126.566,1.254,23,5.1,27/1/2007
126.18,1.223,23,5.2,27/1/2007
126.58,1.213,21,4.9,28/1/2007
126.352,0.997,21,5.5,28/1/2007
126.075,1.401,25,4.4,30/1/2007
126.582,2.198,53,4.7,30/1/2007
126.303,1.197,39,4.7,1/2/2007
126.06,0.991,18,4.2,1/2/2007
121.756,21.912,12,4.2,3/2/2007
124.932,7.659,6,4.3,6/2/2007
125.971,0.962,57,4.1,9/2/2007
126.479,5.554,15,4.2,11/2/2007
126.22,5.524,32,5.7,12/2/2007
121.115,22.176,43,4.6,14/2/2007
126.724,3.287,78,4.7,14/2/2007
125.213,10.386,19,4.4,18/2/2007
120.451,21.697,29,5.1,18/2/2007
126.283,5.557,67,5.4,19/2/2007
116.203,1.715,15,5.2,24/2/2007
124.458,2.456,271,5.2,28/2/2007
122.066,20.866,34,4.5,3/3/2007
121.448,20.076,44,4.8,9/3/2007
121.976,19.854,16,4.5,12/3/2007
126.294,1.192,33,4.6,13/3/2007
126.85,4.233,21,5.2,13/3/2007
126.89,4.138,28,5.1,13/3/2007
126.952,4.142,18,4.6,15/3/2007
126.287,1.179,40,5.7,17/3/2007
126.047,1.32,42,4.8,19/3/2007
126.302,9.221,46,4.8,20/3/2007
126.237,6.682,62,5,26/3/2007
125.881,0.803,30,4.9,26/3/2007
126.203,0.892,51,4.6,26/3/2007
122.712,1.262,26,5,31/3/2007
125.799,1.411,81,5.9,2/4/2007
125.988,13.019,17,4.9,11/4/2007
126.96,3.148,29,4.6,11/4/2007
127.012,7.876,66,5.2,14/4/2007
126.292,1.215,31,4.3,15/4/2007
127.029,3.155,26,4.2,15/4/2007
125.874,0.805,59,4.9,19/4/2007
122.141,20.18,46,4.6,20/4/2007
122.171,21.212,15,5.1,21/4/2007
120.441,21.694,19,4.5,21/4/2007
126.46,7.432,29,5.2,25/4/2007
123.415,12.528,54,4.7,26/4/2007
123.394,12.531,16,4.7,26/4/2007
126.357,1.501,15,5.2,3/5/2007
127.482,3.602,21,4.2,3/5/2007
123.368,23.964,40,4.6,6/5/2007
120.16,17.376,64,5.4,6/5/2007
125.871,9.612,113,5.2,7/5/2007
127.955,1.574,20,4.2,9/5/2007
123.925,6.635,577,5.2,9/5/2007
121.601,20.498,35,4.4,11/5/2007
126.863,8.893,22,4.7,11/5/2007
126.184,1.228,44,4.2,14/5/2007
120.23,20.523,28,4.8,14/5/2007
125.567,12.123,51,4.8,14/5/2007
121.989,20.605,15,4.3,15/5/2007
125.646,9.2,32,4.4,21/5/2007
124.561,11.277,18,4.6,22/5/2007
120.716,21.78,32,4.5,31/5/2007
128.768,2.366,58,4.8,1/6/2007
122.672,13.694,18,4.7,3/6/2007
126.818,9.112,50,4.4,12/6/2007
127.942,3.47,87,5.2,13/6/2007
125.301,10.391,17,5.1,14/6/2007
126.396,1.151,50,4.9,16/6/2007
126.739,8.254,30,3.8,16/6/2007
121.455,21.092,58,5,21/6/2007
123.871,6.816,20,4.7,25/6/2007
125.166,5.558,53,4.8,26/6/2007
120.423,21.678,21,4.5,30/6/2007
125.522,6.141,73,5.1,7/7/2007
126.465,6.027,42,4.1,7/7/2007
119.384,18.243,17,4.6,9/7/2007
128.808,2.339,49,4.9,11/7/2007
126.331,1.064,56,4.6,12/7/2007
123.238,9.325,11,4.5,13/7/2007
123.26,9.224,10,4.7,13/7/2007
126.356,1.154,37,3.8,13/7/2007
126.174,11.437,17,4.8,15/7/2007
121.592,23.542,36,4.5,16/7/2007
125.246,10.345,10,4.8,19/7/2007
122.05,20.224,15,4.2,22/7/2007
128.316,2.659,75,5,22/7/2007
121.659,23.734,46,4.8,23/7/2007
127.504,2.868,41,6.7,26/7/2007
127.231,3.01,17,4.3,28/7/2007
120.998,21.176,32,4.4,30/7/2007
127.013,2.514,15,4.9,2/8/2007
121.746,1.858,39,4.7,5/8/2007
121.154,22.713,10,4.9,9/8/2007
127.489,2.789,48,4.3,11/8/2007
127.458,6.125,15,6.2,20/8/2007
124.255,4.88,52,4.9,20/8/2007
123.823,7.089,38,4.4,21/8/2007
126.408,1.257,49,5,27/8/2007
127.643,2.818,16,3.9,27/8/2007
121.421,21.823,19,4.2,29/8/2007
121.437,21.8,20,5,29/8/2007
120.226,20.334,27,4.4,30/8/2007
125.813,8.844,27,4.4,31/8/2007
127.196,2.415,15,4.4,31/8/2007
127.159,2.451,58,5.5,1/9/2007
122.673,1.33,41,4.3,2/9/2007
126.234,1.104,58,4.1,10/9/2007
127.472,4.839,57,5.3,11/9/2007
126.422,3.835,22,6.2,13/9/2007
121.366,19.913,51,5,14/9/2007
125.963,5.643,116,5.2,17/9/2007
125.899,0.428,22,4.6,17/9/2007
121.263,19.353,30,4.7,20/9/2007
124.561,13.14,50,4.2,22/9/2007
125.559,12.321,47,4.8,22/9/2007
126.514,3.715,46,4.6,24/9/2007
126.545,9.261,45,4.3,24/9/2007
126.651,9.375,54,4.3,24/9/2007
125.714,12.027,52,4.9,25/9/2007
126.614,8,56,5.1,25/9/2007
126.555,9.345,59,4.7,26/9/2007
125.598,9.139,36,4.6,27/9/2007
127.405,5.968,61,5.6,29/9/2007
126.814,9.35,46,4.7,29/9/2007
121.379,19.951,45,4.7,29/9/2007
125.493,12.262,61,5.1,7/10/2007
121.059,19.12,46,4.9,9/10/2007
120.403,0.579,47,4,10/10/2007
125.958,1.389,28,4.1,13/10/2007
122.693,16.753,24,4.5,14/10/2007
121.38,19.903,32,4.3,16/10/2007
121.69,23.516,43,4.1,17/10/2007
126.471,5.344,30,5,20/10/2007
119.231,5.72,15,4.6,23/10/2007
122.52,15.333,35,4.8,25/10/2007
125.211,12.331,45,4.9,27/10/2007
124.379,11.471,20,4.4,27/10/2007
123.831,23.596,32,4.7,27/10/2007
122.301,17.981,24,4.1,29/10/2007
124.572,23.163,17,4.3,2/11/2007
126.451,1.943,36,4.5,5/11/2007
124.644,9.826,26,4.6,7/11/2007
126.98,2.639,59,4.9,8/11/2007
121.055,18.696,27,4.3,9/11/2007
126.055,3.808,39,5.1,12/11/2007
126.997,1.491,121,5.7,14/11/2007
126.518,5.349,24,4.9,15/11/2007
126.854,5.925,80,5.5,17/11/2007
126.521,1.607,30,4.3,21/11/2007
119.848,16.217,45,5.6,27/11/2007
122.485,18.333,19,4.2,1/12/2007
122.712,16.704,25,4.5,2/12/2007
127.021,1.537,62,5.1,4/12/2007
126.179,1.996,96,5.5,4/12/2007
121.273,23.015,20,4.4,5/12/2007
120.697,0.245,83,5.1,6/12/2007
125.45,12.336,45,5.5,6/12/2007
120.834,20.379,13,4.8,8/12/2007
125.499,12.379,19,5.2,9/12/2007
125.538,12.402,38,4.7,9/12/2007
128.023,1.522,32,4.6,10/12/2007
126.647,3.074,35,4.7,12/12/2007
125.698,12.526,35,4.5,12/12/2007
129.046,2.299,45,4.5,17/12/2007
126.927,2.617,44,4.6,21/12/2007
119.951,13.745,40,4.7,25/12/2007
126.292,9.682,37,5.5,27/12/2007
122.374,17.6,25,4.8,28/12/2007
122.727,15.37,17,4.9,29/12/2007
124.791,2.811,47,4.9,2/1/2008
124.63,14.371,13,4.4,5/1/2008
124.631,14.305,13,4.5,5/1/2008
124.531,14.328,35,4.7,5/1/2008
125.48,12.373,20,5,7/1/2008
128.584,2.515,233,5.3,9/1/2008
126.996,4.236,23,5.2,12/1/2008
120.675,21.867,31,4.2,13/1/2008
120.927,17.192,15,5.4,13/1/2008
126.101,0.953,15,4.7,19/1/2008
126.833,2.404,57,5.5,20/1/2008
119.836,16.13,61,4.8,31/1/2008
122.496,18.179,18,4.5,4/2/2008
127.115,1.956,95,5.2,6/2/2008
122.732,1.252,40,5.3,7/2/2008
